index,Message_Raw,User,Message_Clean,Message_Only_Text,Date,Hour,Day_of_Week
71,"7/5/20, 21:50 - Norbert Notitia: But Charley we can use AI to do this selection o. It's going to be big traction for us as well.
",Norbert Notitia,But Charley we can use AI to do this selection o. It's going to be big traction for us as well.,but charley we can use ai to do this selection o its going to be big traction for us as well,2020-07-05 21:50:00,21,6
72,"7/5/20, 21:50 - Norbert Notitia: Derek. Can we get some of the Speakers to be part of the selection process?
",Norbert Notitia,Derek. Can we get some of the Speakers to be part of the selection process?,derek can we get some of the speakers to be part of the selection process,2020-07-05 21:50:00,21,6
73,"7/5/20, 21:51 - Norbert Notitia: And can we structure the selection process to be more standardized.
",Norbert Notitia,And can we structure the selection process to be more standardized.,and can we structure the selection process to be more standardized,2020-07-05 21:51:00,21,6
74,"7/5/20, 21:51 - Norbert Notitia: And also the aftermath etx
",Norbert Notitia,And also the aftermath etx,and also the aftermath etx,2020-07-05 21:51:00,21,6
419,"7/5/20, 21:57 - AI Derek: Yh sure
",AI Derek,Yh sure,yh sure,2020-07-05 21:57:00,21,6
75,"7/5/20, 21:57 - Norbert Notitia: Cool.
",Norbert Notitia,Cool.,cool,2020-07-05 21:57:00,21,6
76,"7/5/20, 21:58 - Norbert Notitia: Can we get an interview plan
",Norbert Notitia,Can we get an interview plan,can we get an interview plan,2020-07-05 21:58:00,21,6
420,"7/5/20, 21:58 - AI Derek: Let’s discuss this tomorrow
",AI Derek,Let’s discuss this tomorrow,lets discuss this tomorrow,2020-07-05 21:58:00,21,6
77,"7/5/20, 22:00 - Norbert Notitia: 👍🏽
",Norbert Notitia,👍🏽,,2020-07-05 22:00:00,22,6
421,"7/6/20, 13:50 - AI Derek: Can you add the google form
",AI Derek,Can you add the google form,can you add the google form,2020-07-06 13:50:00,13,0
140,"7/6/20, 13:51 - Ḅj: Last I checked we were around 85
",Ḅj,Last I checked we were around 85,last i checked we were around ,2020-07-06 13:51:00,13,0
422,"7/6/20, 13:51 - AI Derek: How many have you received so far
",AI Derek,How many have you received so far,how many have you received so far,2020-07-06 13:51:00,13,0
141,"7/6/20, 13:53 - Ḅj: I'm not at home now, I've been sent
",Ḅj,"I'm not at home now, I've been sent",im not at home now ive been sent,2020-07-06 13:53:00,13,0
423,"7/6/20, 13:53 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-06 13:53:00,13,0
424,"7/6/20, 13:53 - AI Derek: Sure
",AI Derek,Sure,sure,2020-07-06 13:53:00,13,0
142,"7/7/20, 21:25 - Ḅj: hey guys
",Ḅj,hey guys,hey guys,2020-07-07 21:25:00,21,1
143,"7/7/20, 21:25 - Ḅj: we've reached our limit
",Ḅj,we've reached our limit,weve reached our limit,2020-07-07 21:25:00,21,1
425,"7/7/20, 21:30 - AI Derek: Oh okay
",AI Derek,Oh okay,oh okay,2020-07-07 21:30:00,21,1
145,"7/7/20, 21:31 - Ḅj: then we'll have to share that link
",Ḅj,then we'll have to share that link,then well have to share that link,2020-07-07 21:31:00,21,1
426,"7/7/20, 21:31 - AI Derek: Let’s add the google form then
",AI Derek,Let’s add the google form then,lets add the google form then,2020-07-07 21:31:00,21,1
109,"7/7/20, 21:48 - Alex Notitia: Wow.
",Alex Notitia,Wow.,wow,2020-07-07 21:48:00,21,1
110,"7/7/20, 21:49 - Alex Notitia: This message was deleted
",Alex Notitia,This message was deleted,this message was deleted,2020-07-07 21:49:00,21,1
111,"7/7/20, 21:50 - Alex Notitia: I've also received some applications from the site.
",Alex Notitia,I've also received some applications from the site.,ive also received some applications from the site,2020-07-07 21:50:00,21,1
427,"7/7/20, 22:03 - AI Derek: Okay
",AI Derek,Okay,okay,2020-07-07 22:03:00,22,1
146,"7/7/20, 22:04 - Ḅj: great
",Ḅj,great,great,2020-07-07 22:04:00,22,1
112,"7/7/20, 22:04 - Alex Notitia: Cv builder dropping tomorrow.
",Alex Notitia,Cv builder dropping tomorrow.,cv builder dropping tomorrow,2020-07-07 22:04:00,22,1
113,"7/8/20, 08:44 - Alex Notitia: Good morning, everyone.
",Alex Notitia,"Good morning, everyone.",good morning everyone,2020-07-08 08:44:00,8,2
114,"7/8/20, 08:45 - Alex Notitia: It doesn't require login.
",Alex Notitia,It doesn't require login.,it doesnt require login,2020-07-08 08:45:00,8,2
147,"7/8/20, 08:47 - Ḅj: definitely
",Ḅj,definitely,definitely,2020-07-08 08:47:00,8,2
148,"7/8/20, 08:53 - Ḅj: its awesome
",Ḅj,its awesome,its awesome,2020-07-08 08:53:00,8,2
115,"7/8/20, 08:59 - Alex Notitia: That's what you think.
",Alex Notitia,That's what you think.,thats what you think,2020-07-08 08:59:00,8,2
150,"7/8/20, 09:00 - Ḅj: killer paa
",Ḅj,killer paa,killer paa,2020-07-08 09:00:00,9,2
149,"7/8/20, 09:00 - Ḅj: wow😂😂
",Ḅj,wow😂😂,wow,2020-07-08 09:00:00,9,2
116,"7/8/20, 09:00 - Alex Notitia: Monster libraries.
",Alex Notitia,Monster libraries.,monster libraries,2020-07-08 09:00:00,9,2
151,"7/8/20, 09:01 - Ḅj: the UI is soo smooothh and its flexible
",Ḅj,the UI is soo smooothh and its flexible,the ui is soo smooothh and its flexible,2020-07-08 09:01:00,9,2
117,"7/8/20, 09:03 - Alex Notitia: Yeah. 
",Alex Notitia,Yeah. ,yeah ,2020-07-08 09:03:00,9,2
152,"7/8/20, 09:04 - Ḅj: thats nice🙌
",Ḅj,thats nice🙌,thats nice,2020-07-08 09:04:00,9,2
118,"7/8/20, 09:04 - Alex Notitia: 👍
",Alex Notitia,👍,,2020-07-08 09:04:00,9,2
429,"7/8/20, 09:36 - AI Derek: Adding the LinkedIn and Google will be a major hit
",AI Derek,Adding the LinkedIn and Google will be a major hit,adding the linkedin and google will be a major hit,2020-07-08 09:36:00,9,2
428,"7/8/20, 09:36 - AI Derek: Perfect
",AI Derek,Perfect,perfect,2020-07-08 09:36:00,9,2
78,"7/8/20, 09:41 - Norbert Notitia: Great Job. Tested and it looks good
",Norbert Notitia,Great Job. Tested and it looks good,great job tested and it looks good,2020-07-08 09:41:00,9,2
119,"7/8/20, 10:36 - Alex Notitia: Sure
",Alex Notitia,Sure,sure,2020-07-08 10:36:00,10,2
120,"7/8/20, 10:36 - Alex Notitia: 👍
",Alex Notitia,👍,,2020-07-08 10:36:00,10,2
430,"7/8/20, 22:23 - AI Derek: Can we send it out for others to try ?
",AI Derek,Can we send it out for others to try ?,can we send it out for others to try ,2020-07-08 22:23:00,22,2
431,"7/8/20, 22:24 - AI Derek: @233504782862 send mails to the participants for the interview
",AI Derek,@233504782862 send mails to the participants for the interview, send mails to the participants for the interview,2020-07-08 22:24:00,22,2
432,"7/8/20, 22:24 - AI Derek: @233554349393 what day this weekend is it gonna be good for us to have the interview
",AI Derek,@233554349393 what day this weekend is it gonna be good for us to have the interview, what day this weekend is it gonna be good for us to have the interview,2020-07-08 22:24:00,22,2
153,"7/8/20, 22:25 - Ḅj: all of them?
",Ḅj,all of them?,all of them,2020-07-08 22:25:00,22,2
434,"7/8/20, 22:25 - AI Derek: And let’s interview them all
",AI Derek,And let’s interview them all,and lets interview them all,2020-07-08 22:25:00,22,2
433,"7/8/20, 22:25 - AI Derek: Yes please
",AI Derek,Yes please,yes please,2020-07-08 22:25:00,22,2
154,"7/8/20, 22:26 - Ḅj: okay
",Ḅj,okay,okay,2020-07-08 22:26:00,22,2
435,"7/8/20, 22:27 - AI Derek: Use the notitia official mail to send
",AI Derek,Use the notitia official mail to send,use the notitia official mail to send,2020-07-08 22:27:00,22,2
155,"7/8/20, 22:27 - Ḅj: when the day is decided and the time for the interview is scheduled or?
",Ḅj,when the day is decided and the time for the interview is scheduled or?,when the day is decided and the time for the interview is scheduled or,2020-07-08 22:27:00,22,2
156,"7/8/20, 22:28 - Ḅj: okay
",Ḅj,okay,okay,2020-07-08 22:28:00,22,2
157,"7/8/20, 22:28 - Ḅj: okay
",Ḅj,okay,okay,2020-07-08 22:28:00,22,2
436,"7/8/20, 22:28 - AI Derek: Yh
",AI Derek,Yh,yh,2020-07-08 22:28:00,22,2
158,"7/8/20, 22:39 - Ḅj: @233243319300  how is this
",Ḅj,@233243319300  how is this,  how is this,2020-07-08 22:39:00,22,2
437,"7/8/20, 22:40 - AI Derek: Good good
",AI Derek,Good good,good good,2020-07-08 22:40:00,22,2
159,"7/8/20, 22:40 - Ḅj: Dear Data Science Aspirant, 
",Ḅj,"Dear Data Science Aspirant, ",dear data science aspirant ,2020-07-08 22:40:00,22,2
160,"7/8/20, 22:41 - Ḅj: oh okay
",Ḅj,oh okay,oh okay,2020-07-08 22:41:00,22,2
438,"7/8/20, 22:41 - AI Derek: You can get @233246521995 to help too
",AI Derek,You can get @233246521995 to help too,you can get  to help too,2020-07-08 22:41:00,22,2
121,"7/9/20, 11:19 - Alex Notitia: Good morning, everyone.
",Alex Notitia,"Good morning, everyone.",good morning everyone,2020-07-09 11:19:00,11,3
439,"7/9/20, 11:28 - AI Derek: Alright thanks
",AI Derek,Alright thanks,alright thanks,2020-07-09 11:28:00,11,3
79,"7/9/20, 15:02 - Norbert Notitia: Sorry now seeing this. Yes. Sunday will work
",Norbert Notitia,Sorry now seeing this. Yes. Sunday will work,sorry now seeing this yes sunday will work,2020-07-09 15:02:00,15,3
80,"7/9/20, 15:03 - Norbert Notitia: This message was deleted
",Norbert Notitia,This message was deleted,this message was deleted,2020-07-09 15:03:00,15,3
82,"7/9/20, 15:05 - Norbert Notitia: How many are we shortlisting ?
",Norbert Notitia,How many are we shortlisting ?,how many are we shortlisting ,2020-07-09 15:05:00,15,3
81,"7/9/20, 15:05 - Norbert Notitia: Awesome. Can Adwoa do the emailing? so we can have a point of contact in case they need further info
",Norbert Notitia,Awesome. Can Adwoa do the emailing? so we can have a point of contact in case they need further info,awesome can adwoa do the emailing so we can have a point of contact in case they need further info,2020-07-09 15:05:00,15,3
440,"7/9/20, 15:05 - AI Derek: Yh that’s better too
",AI Derek,Yh that’s better too,yh thats better too,2020-07-09 15:05:00,15,3
441,"7/9/20, 15:06 - AI Derek: @233504782862 we’ve some project coming up too soon
",AI Derek,@233504782862 we’ve some project coming up too soon, weve some project coming up too soon,2020-07-09 15:06:00,15,3
442,"7/9/20, 15:06 - AI Derek: We are taking only 20
",AI Derek,We are taking only 20,we are taking only ,2020-07-09 15:06:00,15,3
161,"7/9/20, 15:07 - Ḅj: Great
",Ḅj,Great,great,2020-07-09 15:07:00,15,3
83,"7/9/20, 15:07 - Norbert Notitia: Ohk. Are we interviewing all applicants?
",Norbert Notitia,Ohk. Are we interviewing all applicants?,ohk are we interviewing all applicants,2020-07-09 15:07:00,15,3
445,"7/9/20, 15:08 - AI Derek: We can do 5 minutes each
",AI Derek,We can do 5 minutes each,we can do  minutes each,2020-07-09 15:08:00,15,3
443,"7/9/20, 15:08 - AI Derek: Yes let’s do all
",AI Derek,Yes let’s do all,yes lets do all,2020-07-09 15:08:00,15,3
444,"7/9/20, 15:08 - AI Derek: It’s 100
",AI Derek,It’s 100,its ,2020-07-09 15:08:00,15,3
85,"7/9/20, 15:08 - Norbert Notitia: Can we shortlist say 40-30 based on quality of applications submitted
",Norbert Notitia,Can we shortlist say 40-30 based on quality of applications submitted,can we shortlist say  based on quality of applications submitted,2020-07-09 15:08:00,15,3
84,"7/9/20, 15:08 - Norbert Notitia: Wow thats alot
",Norbert Notitia,Wow thats alot,wow thats alot,2020-07-09 15:08:00,15,3
448,"7/9/20, 15:10 - AI Derek: And let @233246521995 send them mails
",AI Derek,And let @233246521995 send them mails,and let  send them mails,2020-07-09 15:10:00,15,3
78,"7/9/20, 15:10 - Adwoa Notitia: 🙏🏾🙌🏾
",Adwoa Notitia,🙏🏾🙌🏾,,2020-07-09 15:10:00,15,3
162,"7/9/20, 15:10 - Ḅj: Sure
",Ḅj,Sure,sure,2020-07-09 15:10:00,15,3
447,"7/9/20, 15:10 - AI Derek: Do the shortlist
",AI Derek,Do the shortlist,do the shortlist,2020-07-09 15:10:00,15,3
446,"7/9/20, 15:10 - AI Derek: @233504782862
",AI Derek,@233504782862,,2020-07-09 15:10:00,15,3
86,"7/9/20, 15:11 - Norbert Notitia: But first what are we measuring and assessing. We need a selection framework. For future reference
",Norbert Notitia,But first what are we measuring and assessing. We need a selection framework. For future reference,but first what are we measuring and assessing we need a selection framework for future reference,2020-07-09 15:11:00,15,3
87,"7/9/20, 15:11 - Norbert Notitia: A scoring sheets is very important. If we can put together that our work will be easier
",Norbert Notitia,A scoring sheets is very important. If we can put together that our work will be easier,a scoring sheets is very important if we can put together that our work will be easier,2020-07-09 15:11:00,15,3
88,"7/9/20, 15:12 - Norbert Notitia: And with the final number we are selecting i think we should also know how many will be from Ghana, Nigeria, SA etc
",Norbert Notitia,"And with the final number we are selecting i think we should also know how many will be from Ghana, Nigeria, SA etc",and with the final number we are selecting i think we should also know how many will be from ghana nigeria sa etc,2020-07-09 15:12:00,15,3
89,"7/9/20, 15:12 - Norbert Notitia: Yes
",Norbert Notitia,Yes,yes,2020-07-09 15:12:00,15,3
449,"7/9/20, 15:12 - AI Derek: We can consider the answers provided to the questions too
",AI Derek,We can consider the answers provided to the questions too,we can consider the answers provided to the questions too,2020-07-09 15:12:00,15,3
451,"7/9/20, 15:13 - AI Derek: What do you think
",AI Derek,What do you think,what do you think,2020-07-09 15:13:00,15,3
450,"7/9/20, 15:13 - AI Derek: And maybe in August Notitia can collaborate with Ethical ai to run an online Bootcamp for members across Ghana
",AI Derek,And maybe in August Notitia can collaborate with Ethical ai to run an online Bootcamp for members across Ghana,and maybe in august notitia can collaborate with ethical ai to run an online bootcamp for members across ghana,2020-07-09 15:13:00,15,3
163,"7/9/20, 15:15 - Ḅj: Yeah, for now, shortlisting based on answers provided won't be a problem because going through the responses, you can see that many people have no idea what is going on, but others did excellent with the questions
",Ḅj,"Yeah, for now, shortlisting based on answers provided won't be a problem because going through the responses, you can see that many people have no idea what is going on, but others did excellent with the questions",yeah for now shortlisting based on answers provided wont be a problem because going through the responses you can see that many people have no idea what is going on but others did excellent with the questions,2020-07-09 15:15:00,15,3
90,"7/9/20, 15:15 - Norbert Notitia: Awesome
",Norbert Notitia,Awesome,awesome,2020-07-09 15:15:00,15,3
164,"7/9/20, 15:15 - Ḅj: Good idea
",Ḅj,Good idea,good idea,2020-07-09 15:15:00,15,3
91,"7/9/20, 15:16 - Norbert Notitia: Awesome
",Norbert Notitia,Awesome,awesome,2020-07-09 15:16:00,15,3
122,"7/11/20, 01:03 - Alex Notitia: Good morning, everyone.
",Alex Notitia,"Good morning, everyone.",good morning everyone,2020-07-11 01:03:00,1,5
124,"7/11/20, 01:05 - Alex Notitia: Please check the document for information update on the platform.
",Alex Notitia,Please check the document for information update on the platform.,please check the document for information update on the platform,2020-07-11 01:05:00,1,5
165,"7/11/20, 11:43 - Ḅj: its great Alex!
",Ḅj,its great Alex!,its great alex,2020-07-11 11:43:00,11,5
166,"7/11/20, 11:44 - Ḅj: I love the creative use of illustrative designs, it really makes the UI very engaging
",Ḅj,"I love the creative use of illustrative designs, it really makes the UI very engaging",i love the creative use of illustrative designs it really makes the ui very engaging,2020-07-11 11:44:00,11,5
167,"7/11/20, 11:48 - Ḅj: 🙌🙌
",Ḅj,🙌🙌,,2020-07-11 11:48:00,11,5
125,"7/11/20, 11:48 - Alex Notitia: 👍
",Alex Notitia,👍,,2020-07-11 11:48:00,11,5
126,"7/11/20, 11:49 - Alex Notitia: The aim is to get a very good investor onboard.
",Alex Notitia,The aim is to get a very good investor onboard.,the aim is to get a very good investor onboard,2020-07-11 11:49:00,11,5
168,"7/11/20, 11:50 - Ḅj: i agree
",Ḅj,i agree,i agree,2020-07-11 11:50:00,11,5
79,"7/11/20, 12:50 - Adwoa Notitia: Awesome 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾
",Adwoa Notitia,Awesome 🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾,awesome ,2020-07-11 12:50:00,12,5
127,"7/11/20, 12:51 - Alex Notitia: Please do register so i can approve your access to the dashboard.
",Alex Notitia,Please do register so i can approve your access to the dashboard.,please do register so i can approve your access to the dashboard,2020-07-11 12:51:00,12,5
80,"7/11/20, 12:56 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-07-11 12:56:00,12,5
452,"7/12/20, 08:47 - AI Derek: Good morning everyone
",AI Derek,Good morning everyone,good morning everyone,2020-07-12 08:47:00,8,6
453,"7/12/20, 08:48 - AI Derek: I think for the interview we need to enable waiting room on zoom so no one get to hear anything until it’s their time to be interviewed
",AI Derek,I think for the interview we need to enable waiting room on zoom so no one get to hear anything until it’s their time to be interviewed,i think for the interview we need to enable waiting room on zoom so no one get to hear anything until its their time to be interviewed,2020-07-12 08:48:00,8,6
454,"7/12/20, 08:48 - AI Derek: Or
",AI Derek,Or,or,2020-07-12 08:48:00,8,6
455,"7/12/20, 08:49 - AI Derek: Let’s ask them questions around python and data science
",AI Derek,Let’s ask them questions around python and data science,lets ask them questions around python and data science,2020-07-12 08:49:00,8,6
92,"7/12/20, 08:50 - Norbert Notitia: Sure
",Norbert Notitia,Sure,sure,2020-07-12 08:50:00,8,6
456,"7/12/20, 10:04 - AI Derek: Great
",AI Derek,Great,great,2020-07-12 10:04:00,10,6
169,"7/12/20, 10:04 - Ḅj: awesome
",Ḅj,awesome,awesome,2020-07-12 10:04:00,10,6
457,"7/12/20, 12:17 - AI Derek: Are we starting at 1pm ?
",AI Derek,Are we starting at 1pm ?,are we starting at pm ,2020-07-12 12:17:00,12,6
81,"7/12/20, 12:53 - Adwoa Notitia: Please i just forwarded the list of applicants to your mail @233243319300
",Adwoa Notitia,Please i just forwarded the list of applicants to your mail @233243319300,please i just forwarded the list of applicants to your mail ,2020-07-12 12:53:00,12,6
82,"7/12/20, 12:55 - Adwoa Notitia: The first 23 are for 1pm now
",Adwoa Notitia,The first 23 are for 1pm now,the first  are for pm now,2020-07-12 12:55:00,12,6
83,"7/12/20, 12:57 - Adwoa Notitia: Waiting for the meeting to start
",Adwoa Notitia,Waiting for the meeting to start,waiting for the meeting to start,2020-07-12 12:57:00,12,6
93,"7/12/20, 12:58 - Norbert Notitia: Meeting Started. Some 5 people on the call already
",Norbert Notitia,Meeting Started. Some 5 people on the call already,meeting started some  people on the call already,2020-07-12 12:58:00,12,6
84,"7/12/20, 12:59 - Adwoa Notitia: Ok
",Adwoa Notitia,Ok,ok,2020-07-12 12:59:00,12,6
94,"7/12/20, 13:01 - Norbert Notitia: Hi Ernestina Can you moderate the session. So just welcome them. Tell them what Notitia is about and the interview. Then I'll put them in a waiting room and accept them as and when each one is ready.
",Norbert Notitia,Hi Ernestina Can you moderate the session. So just welcome them. Tell them what Notitia is about and the interview. Then I'll put them in a waiting room and accept them as and when each one is ready.,hi ernestina can you moderate the session so just welcome them tell them what notitia is about and the interview then ill put them in a waiting room and accept them as and when each one is ready,2020-07-12 13:01:00,13,6
89,"7/12/20, 13:06 - Adwoa Notitia: 😭😭
",Adwoa Notitia,😭😭,,2020-07-12 13:06:00,13,6
88,"7/12/20, 13:06 - Adwoa Notitia: I lost my voice too
",Adwoa Notitia,I lost my voice too,i lost my voice too,2020-07-12 13:06:00,13,6
87,"7/12/20, 13:06 - Adwoa Notitia: Thanks Jerry
",Adwoa Notitia,Thanks Jerry,thanks jerry,2020-07-12 13:06:00,13,6
86,"7/12/20, 13:06 - Adwoa Notitia: did*
",Adwoa Notitia,did*,did,2020-07-12 13:06:00,13,6
85,"7/12/20, 13:06 - Adwoa Notitia: Awwww i think Jerry just fid
",Adwoa Notitia,Awwww i think Jerry just fid,awwww i think jerry just fid,2020-07-12 13:06:00,13,6
170,"7/12/20, 13:07 - Ḅj: I just asked them to be patient while we wait for the others
",Ḅj,I just asked them to be patient while we wait for the others,i just asked them to be patient while we wait for the others,2020-07-12 13:07:00,13,6
90,"7/12/20, 13:07 - Adwoa Notitia: Hmmmmmm
",Adwoa Notitia,Hmmmmmm,hmmmmmm,2020-07-12 13:07:00,13,6
171,"7/12/20, 13:07 - Ḅj: yie
",Ḅj,yie,yie,2020-07-12 13:07:00,13,6
172,"7/12/20, 13:08 - Ḅj: is @233243319300 available?
",Ḅj,is @233243319300 available?,is  available,2020-07-12 13:08:00,13,6
459,"7/12/20, 13:08 - AI Derek: What time does it start
",AI Derek,What time does it start,what time does it start,2020-07-12 13:08:00,13,6
458,"7/12/20, 13:08 - AI Derek: Yes I’m available
",AI Derek,Yes I’m available,yes im available,2020-07-12 13:08:00,13,6
463,"7/12/20, 13:09 - AI Derek: Gimme 10 minutes I’ll join
",AI Derek,Gimme 10 minutes I’ll join,gimme  minutes ill join,2020-07-12 13:09:00,13,6
462,"7/12/20, 13:09 - AI Derek: Oh saaaa
",AI Derek,Oh saaaa,oh saaaa,2020-07-12 13:09:00,13,6
461,"7/12/20, 13:09 - AI Derek: They need to open their video
",AI Derek,They need to open their video,they need to open their video,2020-07-12 13:09:00,13,6
460,"7/12/20, 13:09 - AI Derek: Sure
",AI Derek,Sure,sure,2020-07-12 13:09:00,13,6
175,"7/12/20, 13:09 - Ḅj: sure
",Ḅj,sure,sure,2020-07-12 13:09:00,13,6
92,"7/12/20, 13:09 - Adwoa Notitia: 1pm
",Adwoa Notitia,1pm,pm,2020-07-12 13:09:00,13,6
174,"7/12/20, 13:09 - Ḅj: it has started
",Ḅj,it has started,it has started,2020-07-12 13:09:00,13,6
173,"7/12/20, 13:09 - Ḅj: great
",Ḅj,great,great,2020-07-12 13:09:00,13,6
91,"7/12/20, 13:09 - Adwoa Notitia: It has oo
",Adwoa Notitia,It has oo,it has oo,2020-07-12 13:09:00,13,6
464,"7/12/20, 13:10 - AI Derek: Cool
",AI Derek,Cool,cool,2020-07-12 13:10:00,13,6
129,"7/12/20, 13:10 - Alex Notitia: Please where is the link to the meeting?.
",Alex Notitia,Please where is the link to the meeting?.,please where is the link to the meeting,2020-07-12 13:10:00,13,6
176,"7/12/20, 13:11 - Ḅj: https://zoom.us/j/99550320632?pwd=eTJtbDV4YjBCMXBPSEpJK2dNVzBrZz09
",Ḅj,https://zoom.us/j/99550320632?pwd=eTJtbDV4YjBCMXBPSEpJK2dNVzBrZz09,httpszoomusjpwdetjtbdvyjbcmxbpsepjkdnvzbrzz,2020-07-12 13:11:00,13,6
93,"7/12/20, 13:11 - Adwoa Notitia: Norbert is inviting you to a scheduled Zoom meeting.
",Adwoa Notitia,Norbert is inviting you to a scheduled Zoom meeting.,norbert is inviting you to a scheduled zoom meeting,2020-07-12 13:11:00,13,6
130,"7/12/20, 13:12 - Alex Notitia: Thanks. I can only join via mobile. I wouldn't be able to contribute though.
",Alex Notitia,Thanks. I can only join via mobile. I wouldn't be able to contribute though.,thanks i can only join via mobile i wouldnt be able to contribute though,2020-07-12 13:12:00,13,6
465,"7/12/20, 13:14 - AI Derek: Yes
",AI Derek,Yes,yes,2020-07-12 13:14:00,13,6
466,"7/12/20, 13:14 - AI Derek: I’ll do it with @233504782862
",AI Derek,I’ll do it with @233504782862,ill do it with ,2020-07-12 13:14:00,13,6
467,"7/12/20, 13:14 - AI Derek: For the technical part
",AI Derek,For the technical part,for the technical part,2020-07-12 13:14:00,13,6
177,"7/12/20, 13:14 - Ḅj: sure
",Ḅj,sure,sure,2020-07-12 13:14:00,13,6
131,"7/12/20, 13:14 - Alex Notitia: Thanks
",Alex Notitia,Thanks,thanks,2020-07-12 13:14:00,13,6
95,"7/12/20, 13:14 - Norbert Notitia: Hi. So let me do the intro
",Norbert Notitia,Hi. So let me do the intro,hi so let me do the intro,2020-07-12 13:14:00,13,6
96,"7/12/20, 13:14 - Norbert Notitia: Who is doing the interview.
",Norbert Notitia,Who is doing the interview.,who is doing the interview,2020-07-12 13:14:00,13,6
97,"7/12/20, 13:14 - Norbert Notitia: Cool
",Norbert Notitia,Cool,cool,2020-07-12 13:14:00,13,6
468,"7/12/20, 13:15 - AI Derek: Each of them has to share their screen showing their cv
",AI Derek,Each of them has to share their screen showing their cv,each of them has to share their screen showing their cv,2020-07-12 13:15:00,13,6
98,"7/12/20, 13:20 - Norbert Notitia: Sure. So are we cool to start.
",Norbert Notitia,Sure. So are we cool to start.,sure so are we cool to start,2020-07-12 13:20:00,13,6
178,"7/12/20, 13:21 - Ḅj: great
",Ḅj,great,great,2020-07-12 13:21:00,13,6
99,"7/12/20, 13:22 - Norbert Notitia: So Are we ready?
",Norbert Notitia,So Are we ready?,so are we ready,2020-07-12 13:22:00,13,6
180,"7/12/20, 13:23 - Ḅj: waiting on Derek
",Ḅj,waiting on Derek,waiting on derek,2020-07-12 13:23:00,13,6
179,"7/12/20, 13:23 - Ḅj: I think so
",Ḅj,I think so,i think so,2020-07-12 13:23:00,13,6
472,"7/12/20, 13:23 - AI Derek: At least 3 questions each
",AI Derek,At least 3 questions each,at least  questions each,2020-07-12 13:23:00,13,6
471,"7/12/20, 13:23 - AI Derek: @233504782862 let’s use this sort of questions
",AI Derek,@233504782862 let’s use this sort of questions, lets use this sort of questions,2020-07-12 13:23:00,13,6
470,"7/12/20, 13:23 - AI Derek: https://www.linkedin.com/posts/hackmakers_data-science-interview-questions-ugcPost-6688039982202023936-2FBx
",AI Derek,https://www.linkedin.com/posts/hackmakers_data-science-interview-questions-ugcPost-6688039982202023936-2FBx,httpswwwlinkedincompostshackmakersdatascienceinterviewquestionsugcpostfbx,2020-07-12 13:23:00,13,6
469,"7/12/20, 13:23 - AI Derek: You can start
",AI Derek,You can start,you can start,2020-07-12 13:23:00,13,6
95,"7/12/20, 13:23 - Adwoa Notitia: I can’t hear anything anymore
",Adwoa Notitia,I can’t hear anything anymore,i cant hear anything anymore,2020-07-12 13:23:00,13,6
94,"7/12/20, 13:23 - Adwoa Notitia: Has it started
",Adwoa Notitia,Has it started,has it started,2020-07-12 13:23:00,13,6
100,"7/12/20, 13:24 - Norbert Notitia: So 3mins each.
",Norbert Notitia,So 3mins each.,so mins each,2020-07-12 13:24:00,13,6
101,"7/12/20, 13:24 - Norbert Notitia: I'm adding the first person.
",Norbert Notitia,I'm adding the first person.,im adding the first person,2020-07-12 13:24:00,13,6
181,"7/12/20, 13:24 - Ḅj: okay
",Ḅj,okay,okay,2020-07-12 13:24:00,13,6
474,"7/12/20, 13:24 - AI Derek: Yh if they can finish up
",AI Derek,Yh if they can finish up,yh if they can finish up,2020-07-12 13:24:00,13,6
473,"7/12/20, 13:24 - AI Derek: But they need to tell a bit about themselves first
",AI Derek,But they need to tell a bit about themselves first,but they need to tell a bit about themselves first,2020-07-12 13:24:00,13,6
102,"7/12/20, 13:24 - Norbert Notitia: Derek are you on the call?
",Norbert Notitia,Derek are you on the call?,derek are you on the call,2020-07-12 13:24:00,13,6
475,"7/12/20, 13:25 - AI Derek: Now joining
",AI Derek,Now joining,now joining,2020-07-12 13:25:00,13,6
103,"7/12/20, 13:27 - Norbert Notitia: Someone should take note
",Norbert Notitia,Someone should take note,someone should take note,2020-07-12 13:27:00,13,6
104,"7/12/20, 13:38 - Norbert Notitia: Questions on commitment
",Norbert Notitia,Questions on commitment,questions on commitment,2020-07-12 13:38:00,13,6
96,"7/12/20, 13:54 - Adwoa Notitia: The guy said “aahhhh”🤣🤣🤣🤣
",Adwoa Notitia,The guy said “aahhhh”🤣🤣🤣🤣,the guy said aahhhh,2020-07-12 13:54:00,13,6
477,"7/12/20, 13:57 - AI Derek: Nigerians
",AI Derek,Nigerians,nigerians,2020-07-12 13:57:00,13,6
476,"7/12/20, 13:57 - AI Derek: 😹
",AI Derek,😹,,2020-07-12 13:57:00,13,6
97,"7/12/20, 13:58 - Adwoa Notitia: 😂😂😂😂
",Adwoa Notitia,😂😂😂😂,,2020-07-12 13:58:00,13,6
